OBJECTID,Date_Start,Date_Finish,Acres,FireCause,Lat,Long,DispatchCenterID,PredominantFuelGroup,State,Fire_Duration,Fire_Duration_Group,Address
473,8/23/2020,11/23/2020,156.864,Human,39.08988,-105.4903,COPBC,Timber,US-CO,92,Group-5,"2998, County Road 31, Tarryall, Park County, Colorado, 80827, United States"
475,9/23/2020,10/7/2020,0.436867083,Unknown,42.86251,-106.5368,WYCPC,Grass-Shrub,US-WY,,,"Zero Road, Natrona County, Wyoming, United States"
477,11/19/2020,12/3/2020,1,Human,37.14188632,-83.96504944,KYKIC,Brush,US-KY,,,"Nineva Road, Laurel County, Kentucky, 40741, United States"
478,5/5/2020,5/23/2020,23,Human,37.32783,-107.6449,CODRC,Timber,US-CO,18,Group-2,"4015, CR 245, La Plata County, Colorado, United States"
479,11/20/2020,11/23/2020,4,Unknown,39.55127,-82.05943,PAMACC,Timber,US-OH,3,Group-1,"Burr Oak Road, Perry County, Ohio, 45732, United States"
480,6/13/2020,6/13/2020,4,Human,39.0246,-120.7207,CAGVCC,Slash,US-CA,0,Group-1,"Mosquito Ridge Road, Placer County, California, United States"
483,5/6/2020,5/8/2020,4,Human,33.36674,-110.4471,AZPHC,Grass-Shrub,US-AZ,2,Group-1,"Graham County, Arizona, United States"
485,11/17/2020,12/15/2020,1.834283411,Human,30.36215,-84.27321,FLFIC,Grass,US-FL,28,Group-2,"Munson Hills Off-Road Bicycle Trail, Leon County, Florida, 32305-1200, United States"
486,8/1/2020,8/11/2020,1962.317674,Unknown,35.416337,-120.455709,CASLCC,Unknown,US-CA,10,Group-1,"3312, Kata Creek Road, San Luis Obispo County, California, 93432, United States"
488,10/4/2020,10/11/2020,0.562496424,Human,39.84813,-119.6588,NVSFC,Grass-Shrub,US-NV,7,Group-1,"17101, Pyramid Highway, Washoe County, Nevada, 89510, United States"
489,5/2/2020,5/13/2020,110.3071628,Human,35.8539,-115.2766,NVLIC,Grass,US-NV,11,Group-1,"Clark County, Nevada, United States"
491,7/5/2020,7/10/2020,4,Human,33.2849,-104.3738,NMADC,Brush,US-NM,5,Group-1,"6401, Lincoln Avenue, Chaves County, New Mexico, 88230, United States"
492,6/25/2020,7/12/2020,3.014166439,Human,35.87955,-115.2224,NVLIC,Brush,US-NV,17,Group-2,"Clark County, Nevada, United States"
493,8/11/2020,8/13/2020,4,Human,45.253783,-69.445469,NHNEC,Timber,US-ME,2,Group-1,"319, Steward Road, Monson, Maine, 04464, United States"
496,5/10/2020,5/15/2020,6.087713542,Human,35.88097,-115.221,NVLIC,Grass-Shrub,US-NV,5,Group-1,"Clark County, Nevada, United States"
497,8/18/2020,9/1/2020,174.5080325,Unknown,40.02465,-121.576633,CABTCC,Unknown,US-CA,,,"Butte County, California, United States"
499,3/20/2021,4/11/2021,50,Unknown,47.57047697,-93.74467364,MNMNCC,Grass-Shrub,US-MN,22,Group-2,"Itasca County, Minnesota, United States"
501,6/21/2020,6/22/2020,0.559340002,Human,36.83313,-114.058,NVLIC,Grass-Shrub,US-NV,1,Group-1,"Mesquite Airport, Sunset Drive, Mesquite, Clark County, Nevada, 89024, United States"
503,9/19/2020,10/1/2020,0.846915975,Natural,39.97092,-116.7842,NVCNC,Timber,US-NV,12,Group-1,"Lander County, Nevada, United States"
504,5/24/2020,5/25/2020,3.542914608,Human,35.87959,-115.2126,NVLIC,Grass-Shrub,US-NV,1,Group-1,"Clark County, Nevada, United States"
506,5/11/2020,5/21/2020,14.99084571,Human,35.80397,-115.3071,NVLIC,Grass,US-NV,10,Group-1,"South Las Vegas Boulevard, Henderson, Clark County, Nevada, 89026, United States"
511,7/7/2020,7/28/2020,5,Natural,45.21421,-120.5679,ORCOC,Grass-Shrub,US-OR,21,Group-2,"Dobie Point Road, Sherman County, Oregon, United States"
512,6/30/2020,7/1/2020,4,Human,33.2948,-110.4318,AZPHC,Grass-Shrub,US-AZ,1,Group-1,"197, Geronimo Drive, Graham County, Arizona, 85542, United States"
513,2/5/2021,4/17/2021,190.4711132,Human,29.31665,-81.7909,FLFIC,Grass,US-FL,71,Group-5,"Salt Springs Highway, Grahamsville, Marion County, Florida, 34488, United States"
514,7/9/2020,7/12/2020,7.342507645,Human,43.55086,-112.5263,IDEIC,Grass-Shrub,US-ID,3,Group-1,"US 20, Butte County, Idaho, United States"
517,8/18/2020,9/1/2020,6.364230109,Unknown,40.0347,-121.70199,CABTCC,Unknown,US-CA,,,"Tehama County, California, United States"
518,9/11/2020,10/13/2020,4,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,32,Group-3,"Pennington County, South Dakota, United States"
519,6/22/2020,6/22/2020,0.067665999,Human,35.88664,-115.225,NVLIC,Grass,US-NV,0,Group-1,"Las Vegas Freeway (Heavy Traffic Route), Clark County, Nevada, 89054, United States"
521,11/6/2020,11/8/2020,19,Human,47.57047697,-93.74467364,MNMNCC,Unknown,US-MN,2,Group-1,"Itasca County, Minnesota, United States"
525,8/16/2020,8/31/2020,14457.95093,Unknown,39.90812,-122.7077,CAMNFC,Brush,US-CA,15,Group-2,"Forest Route 24N04, Tehama County, California, United States"
526,9/30/2020,9/30/2020,4,Unknown,44.03513101,-103.0360372,SDGPC,Grass,US-SD,0,Group-1,"Pennington County, South Dakota, United States"
527,8/16/2020,9/7/2020,4,Natural,33.18184,-110.5258,AZPHC,Grass-Shrub,US-AZ,22,Group-2,"Coolidge Dam Road, Coolidge Dam, Gila County, Arizona, United States"
529,7/16/2020,7/30/2020,4,Unknown,33.695575,-116.850688,CARRCC,Grass-Shrub,US-CA,,,"46032, Bautista Road, Riverside County, California, 92544, United States"
531,5/28/2020,6/11/2020,28.75,Unknown,37.47321024,-119.7222323,CASBDC,Unknown,US-CA,,,"5790, Creel Road, Ponderosa Basin, Mariposa County, California, 95338, United States"
533,7/18/2020,7/23/2020,4,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,5,Group-1,"Itasca County, Minnesota, United States"
534,8/16/2020,8/19/2020,4,Undetermined,37.47321024,-119.7222323,CALACC,Grass,US-CA,3,Group-1,"5790, Creel Road, Ponderosa Basin, Mariposa County, California, 95338, United States"
535,7/6/2020,7/12/2020,4,Human,33.04284,-112.6639,AZPDC,Unknown,US-AZ,6,Group-1,"43936, South Old US 80, Gila Bend, Maricopa County, Arizona, 85326, United States"
536,7/19/2020,8/2/2020,61,Unknown,43.67134637,-120.1347892,ORRVC,Unknown,US-OR,,,"Deschutes County, Oregon, United States"
537,8/12/2020,9/2/2020,13605.99526,Natural,40.85215,-119.6797,NVCNC,Timber,US-NV,21,Group-2,"Washoe County, Nevada, United States"
538,9/17/2020,9/18/2020,0.007387433,Human,43.61439,-115.2021,IDSCC,Timber,US-ID,1,Group-1,"Chaparral Campground, South Fork Boise Road, Elmore County, Idaho, United States"
539,7/12/2020,8/2/2020,4,Natural,34.52036,-98.57558,ARAOC,Unknown,US-OK,21,Group-2,"Southwest Tinney Road, Comanche County, Oklahoma, United States"
541,3/18/2021,3/23/2021,0.11,Human,48.02863,-114.227,MTKIC,Grass,US-MT,5,Group-1,"49, Ellsworth Lane, Flathead County, Montana, 59922, United States"
542,3/6/2020,3/20/2020,4,Unknown,36.633611,-93.710556,MOMOC,Timber,US-MO,,,"State Highway M, Mano, Barry County, Missouri, 65658, United States"
543,3/7/2020,3/21/2020,4,Unknown,36.61022,-92.82771,MOMOC,Timber,US-MO,,,"Taney County, Missouri, United States"
544,9/8/2020,9/22/2020,4,Human,41.249283,-123.3241,CAYICC,Timber,US-CA,,,"McNeal Creek Road, Forks of Salmon, Siskiyou County, California, United States"
545,6/26/2020,6/28/2020,4,Human,33.564654,-116.753473,CARRCC,Grass-Shrub,US-CA,2,Group-1,"38207, Indian Road, Riverside County, California, 92539, United States"
547,8/17/2020,8/31/2020,1221.942129,Natural,37.47321024,-119.7222323,CAMNFC,Timber,US-CA,,,"5790, Creel Road, Ponderosa Basin, Mariposa County, California, 95338, United States"
548,9/22/2020,10/29/2020,1562.112019,Natural,36.6066,-114.0622,NVLIC,Brush,US-NV,37,Group-3,"Clark County, Nevada, United States"
550,7/5/2020,7/12/2020,4,Natural,44.51501,-120.1373,ORJDCC,Unknown,US-OR,7,Group-1,"Wheeler County, Oregon, United States"
552,6/2/2020,7/13/2020,5.036290854,Human,48.20183,-91.73244,MNMNCC,Timber,US-MN,41,Group-3,"Lake County, Minnesota, United States"
553,1/19/2021,1/24/2021,1.694115361,Human,29.02908,-81.49379,FLFIC,Timber,US-FL,5,Group-1,"46751, Nfs 540-3, Lake Kathryn Heights, Lake County, Florida, 32767, United States"
557,6/3/2020,6/7/2020,1.862728869,Human,36.02961,-115.6832,NVLIC,Grass,US-NV,4,Group-1,"Clark County, Nevada, United States"
559,8/24/2020,10/1/2020,100,Unknown,46.74536,-108.6209,MTBDC,Unknown,US-MT,38,Group-3,"Musselshell County, Montana, 59072, United States"
560,9/17/2020,9/27/2020,1.983942,Human,42.33992,-114.3773,IDSCC,Grass-Shrub,US-ID,10,Group-1,"Twin Falls County, Idaho, United States"
561,7/23/2020,7/25/2020,0.027702872,Human,36.5772,-116.0697,NVLIC,Brush,US-NV,2,Group-1,"Veterans Memorial Highway, Nye County, Nevada, 89023, United States"
562,8/17/2020,9/2/2020,24458.09092,Unknown,46.67034,-120.1145,WACWC,Unknown,US-WA,16,Group-2,"Yakima County, Washington, United States"
564,6/14/2020,6/15/2020,4,Human,33.73384,-112.0055,AZPDC,Unknown,US-AZ,1,Group-1,"East Sonoran Desert Drive, Desert View, Phoenix, Maricopa County, Arizona, United States"
565,4/7/2020,4/19/2020,8.966419838,Human,41.95662,-117.7058,NVCNC,Brush,US-NV,12,Group-1,"Veterans Memorial Highway, Humboldt County, Nevada, 89421, United States"
567,4/26/2020,5/12/2020,12.25849344,Human,41.02042,-111.879,UTNUC,Brush,US-UT,16,Group-2,"Wolverine Ridge Trail, Fruit Heights, Davis County, Utah, 84025, United States"
568,5/1/2020,5/11/2020,10.27583525,Human,38.94811,-109.2318,UTMFC,Unknown,US-UT,10,Group-1,"Beards Road, Grand County, Utah, United States"
575,6/28/2020,7/12/2020,9.530271064,Natural,38.12,-114.35,NVECC,Brush,US-NV,14,Group-1,"Lincoln County, Nevada, United States"
576,6/6/2020,6/14/2020,3170.096396,Natural,32.54438,-111.0779,AZTDC,Unknown,US-AZ,8,Group-1,"Pinal County, Arizona, United States"
582,7/22/2020,7/24/2020,0.10000381,Human,32.82078,-111.5147,AZTDC,Unknown,US-AZ,2,Group-1,"AZ 87, Eloy, Pinal County, Arizona, United States"
583,5/30/2020,6/13/2020,4,Human,31.50956,-109.6407,AZTDC,Unknown,US-AZ,14,Group-1,"Cochise County, Arizona, United States"
584,3/8/2021,3/9/2021,7,Human,34.6404,-95.79543,ARAOC,Unknown,US-OK,1,Group-1,"E1638 Road, Pittsburg County, Oklahoma, United States"
587,7/1/2020,7/12/2020,18.00434576,Human,40.03955,-114.5042,NVECC,Grass-Shrub,US-NV,11,Group-1,"White Pine County, Nevada, United States"
588,8/9/2020,12/1/2020,0.1,Unknown,37.856724,-120.453269,CATCCC,Grass,US-CA,114,Group-5,"13001, Red Hills Road, Chinese Camp, Tuolumne County, California, 95309, United States"
590,8/31/2020,12/9/2020,75693.34418,Unknown,46.84789,-120.7715,WACWC,Unknown,US-WA,100,Group-5,"Yakima County, Washington, United States"
592,8/17/2020,8/31/2020,926.2513544,Unknown,39.5605,-121.498,CABTCC,Unknown,US-CA,,,"Butte County, California, United States"
593,6/30/2020,7/1/2020,50,Human,34.93661,-98.39853,ARAOC,Grass-Shrub,US-OK,1,Group-1,"E1430 Road, Hatchetville, Caddo County, Oklahoma, United States"
596,5/8/2020,5/11/2020,0.119336,Human,43.64854,-111.6752,IDEIC,Grass,US-ID,3,Group-1,"East Heise Road, Jefferson County, Idaho, 83443, United States"
597,6/12/2020,7/1/2020,4,Human,33.29314,-110.4482,AZPHC,Grass-Shrub,US-AZ,19,Group-2,"101, East la Bamba, Graham County, Arizona, 85542, United States"
599,1/11/2020,1/14/2020,4,Human,35.08555,-98.48799,ARAOC,Grass-Shrub,US-OK,3,Group-1,"E1330 Road, Caddo County, Oklahoma, 73038, United States"
600,7/21/2020,7/26/2020,223,Human,44.06594,-106.2697,WYCPC,Grass-Shrub,US-WY,5,Group-1,"Iberlin 4-Mile Road, Johnson County, Wyoming, United States"
602,8/23/2020,8/24/2020,8.476001777,Unknown,39.60346,-119.8625,NVSFC,Unknown,US-NV,1,Group-1,"Blackfoot Way, Reno, Washoe County, Nevada, 89506, United States"
603,7/31/2020,8/7/2020,58,Natural,43.72641,-105.0849,WYCPC,Grass-Shrub,US-WY,7,Group-1,"Keeline Road, Campbell County, Wyoming, United States"
604,9/6/2020,12/21/2020,5831.799796,Human,39.9202,-111.7582,UTNUC,Unknown,US-UT,106,Group-5,"Canyon Road, Santaquin, Utah County, Utah, 84655, United States"
608,3/8/2021,3/22/2021,1,Unknown,36.5686,-93.7965,MOMOC,Unknown,US-MO,,,"State Highway F, Barry County, Missouri, United States"
612,2/23/2021,4/20/2021,4,Human,44.09085,-121.124,ORCOC,Grass-Shrub,US-OR,56,Group-4,"Deschutes County, Oregon, United States"
613,9/8/2020,9/8/2020,4,Unknown,37.47321024,-119.7222323,CALACC,Brush,US-CA,0,Group-1,"5790, Creel Road, Ponderosa Basin, Mariposa County, California, 95338, United States"
614,6/22/2020,9/22/2020,38,Natural,46.5407855,-108.3748779,MTNCA,Grass-Shrub,US-MT,92,Group-5,"572, North Gage Road, Musselshell County, Montana, 59072, United States"
615,12/9/2020,12/9/2020,8.4,Unknown,47.57047697,-93.74467364,MNMNCC,Unknown,US-MN,0,Group-1,"Itasca County, Minnesota, United States"
619,6/27/2020,7/3/2020,0.164486284,Human,42.60977,-121.8669,ORLFC,Unknown,US-OR,6,Group-1,"Cattle Drive, Klamath County, Oregon, United States"
621,3/1/2021,3/4/2021,4,Human,42.97247,-120.7757,ORLFC,Unknown,US-OR,3,Group-1,"Thousand Springs Lane, Summer Lake, Lake County, Oregon, United States"
624,9/17/2020,9/25/2020,4,Human,33.38342,-110.4668,AZPHC,Grass-Shrub,US-AZ,8,Group-1,"San Carlos Airport, North Airport 79 Road, Gila County, Arizona, United States"
625,9/8/2020,9/22/2020,157429.7465,Unknown,41.858026,-123.353584,CAYICC,Unknown,US-CA,,,"Slater Butte L.O., Siskiyou County, California, United States"
626,8/28/2020,9/24/2020,633,Natural,33.574,-110.3783,AZPHC,Grass-Shrub,US-AZ,27,Group-2,"1130, Gila County, Arizona, United States"
630,3/7/2021,3/8/2021,4.1,Human,46.5407855,-108.3748779,MTRBAC,Grass,US-MT,1,Group-1,"572, North Gage Road, Musselshell County, Montana, 59072, United States"
631,7/17/2020,7/20/2020,0.205021775,Human,36.26073,-115.3299,NVLIC,Grass-Shrub,US-NV,3,Group-1,"North Shaumber Road, Las Vegas, Clark County, Nevada, 89166, United States"
632,3/9/2021,3/17/2021,1,Human,37.48595,-92.13701,MOMOC,Unknown,US-MO,8,Group-1,"State Highway AP, Windy Curve, Texas County, Missouri, 65557, United States"
633,3/10/2021,3/16/2021,1,Human,34.15483,-94.73421,ARAOC,Timber,US-OK,6,Group-1,"Old Hochatown Road, Hochatown, McCurtain County, Oklahoma, United States"
635,8/1/2020,10/14/2020,21428.16467,Natural,33.51164,-110.4002,AZPHC,Grass-Shrub,US-AZ,74,Group-5,"Cassadore Spring, Indian Route 1100, Bear Canyon Junction, Gila County, Arizona, United States"
638,8/17/2020,8/31/2020,4,Human,34.04051,-118.69728,CALACC,Brush,US-CA,,,"3397, Malibu Canyon Road, Malibu, California, 90265, United States"
640,7/3/2020,7/7/2020,116.6781197,Human,43.87265,-112.2016,IDEIC,Grass-Shrub,US-ID,4,Group-1,"I 15, Hamer, Jefferson County, Idaho, United States"
641,7/1/2020,7/15/2020,0.19,Unknown,43.02722,-105.0897,WYCPC,Timber,US-WY,,,"Converse County, Wyoming, United States"
642,8/19/2020,8/30/2020,15,Natural,44.87624,-119.2647,ORJDCC,Unknown,US-OR,11,Group-1,"Grant County, Oregon, United States"
643,6/7/2020,6/21/2020,28.68,Unknown,34.951294,-120.295422,CASBDC,Unknown,US-CA,,,"Santa Maria Mesa Road, Santa Barbara County, California, United States"
644,7/15/2020,7/15/2020,1.016046299,Human,35.88248,-115.2295,NVLIC,Grass,US-NV,0,Group-1,"Las Vegas Freeway (Heavy Traffic Route), Clark County, Nevada, 89054, United States"
646,7/18/2020,7/18/2020,4,Human,34.05622,-118.79849,CALACC,Timber,US-CA,0,Group-1,"2980, Dume Canyon Motorway, Oak Hill, California, 90265, United States"
647,11/18/2020,11/30/2020,40,Unknown,30.45114,-95.05611,TXTIC,Timber,US-TX,12,Group-1,"Pine Shadows, San Jacinto County, Texas, United States"
651,3/8/2021,3/12/2021,16.56,Human,30.671,-94.259,TXTIC,Unknown,US-TX,4,Group-1,"Tyler County, Texas, United States"
652,7/5/2020,7/5/2020,0.00093624,Human,36.20071,-114.9944,NVLIC,Grass,US-NV,0,Group-1,"Lake Mead Boulevard, Clark County, Nevada, 89005, United States"
653,4/11/2020,4/14/2020,12.9,Natural,47.57047697,-93.74467364,MNMNCC,Unknown,US-MN,3,Group-1,"Itasca County, Minnesota, United States"
656,7/12/2020,7/13/2020,4.78241206,Human,36.06559,-115.1112,NVLIC,Grass,US-NV,1,Group-1,"Mira Vista Street, Paradise, Clark County, Nevada, 89120, United States"
657,11/12/2020,11/16/2020,0.116081738,Human,35.83105,-115.4201,NVLIC,Grass,US-NV,4,Group-1,"Goodsprings Bypass Gravel Haul Route, Goodsprings, Clark County, Nevada, United States"
659,9/9/2020,9/11/2020,4,Unknown,46.5407855,-108.3748779,MTRBAC,Grass,US-MT,2,Group-1,"572, North Gage Road, Musselshell County, Montana, 59072, United States"
662,8/17/2020,11/18/2020,243.9862235,Human,47.34037,-117.6388,WANEC,Unknown,US-WA,93,Group-5,"South Aztec Lane, Spokane County, Washington, United States"
664,8/20/2020,8/20/2020,4,Human,42.0761,-123.2011,ORRVC,Timber,US-OR,0,Group-1,"Carberry Creek Road, Jackson County, Oregon, United States"
665,3/7/2021,3/13/2021,60,Human,37.710278,-92.385556,MOMOC,Timber,US-MO,6,Group-1,"Pulaski County, Missouri, United States"
666,3/8/2021,3/22/2021,13.33,Undetermined,37.75361,-88.93604,ILILC,Grass,US-IL,,,"WDDD-AM (Johnston City), Court Street, Marion, Williamson County, Illinois, 62959, United States"
668,7/23/2020,7/27/2020,472,Natural,43.45068,-105.8605,WYCPC,Grass-Shrub,US-WY,4,Group-1,"Ross, Converse County, Wyoming, United States"
669,3/14/2021,3/16/2021,18,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,2,Group-1,"Itasca County, Minnesota, United States"
670,8/9/2020,8/11/2020,31.06000314,Human,35.81252,-115.2996,NVLIC,Grass,US-NV,2,Group-1,"Vegas Off Road Tours, 21016, South Las Vegas Boulevard, Jean, Clark County, Nevada, 89109, United States"
671,7/4/2020,7/4/2020,1.121016289,Unknown,39.58838,-119.2682,NVSFC,Grass-Shrub,US-NV,0,Group-1,"Sage Lane, Fernley, Lyon County, Nevada, 89408, United States"
674,9/29/2020,10/14/2020,4,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,15,Group-2,"Pennington County, South Dakota, United States"
675,8/17/2020,8/31/2020,0.050455031,Unknown,39.527383,-121.281667,CABTCC,Unknown,US-CA,,,"174, Old Forbestown Road, Old Forbestown, Forbestown, Butte County, California, 95966, United States"
676,8/17/2020,8/31/2020,0.007329158,Unknown,39.909682,-121.717032,CABTCC,Unknown,US-CA,,,"536, Ponderosa Way, Butte County, California, 95973, United States"
677,5/21/2020,5/29/2020,1796,Human,47.57047697,-93.74467364,MNMNCC,Unknown,US-MN,8,Group-1,"Itasca County, Minnesota, United States"
678,9/15/2020,9/19/2020,4,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,4,Group-1,"Pennington County, South Dakota, United States"
679,6/1/2020,6/14/2020,4,Human,32.91201,-111.2816,AZTDC,Unknown,US-AZ,13,Group-1,"Thistle Drive, Pinal County, Arizona, United States"
680,8/3/2020,8/31/2020,4,Human,34.97133,-108.1404,NMABC,Timber,US-NM,28,Group-2,"County Road 42, Cibola County, New Mexico, United States"
681,3/7/2020,3/21/2020,4,Unknown,37.54605,-92.13187,MOMOC,Unknown,US-MO,,,"State Highway 17, Roby, Texas County, Missouri, 65552, United States"
682,7/22/2020,7/29/2020,0.5,Natural,42.2743,-120.8514,ORLFC,Grass-Shrub,US-OR,7,Group-1,"Lake County, Oregon, United States"
684,8/17/2020,8/31/2020,93.75564516,Unknown,39.964,-121.511117,CABTCC,Unknown,US-CA,,,"Butte County, California, United States"
685,9/7/2020,9/8/2020,40.36676445,Human,44.46092,-108.5283,WYCDC,Grass-Shrub,US-WY,1,Group-1,"US 14;US 16;US 20, Emblem, Big Horn County, Wyoming, United States"
686,8/10/2020,8/12/2020,100.095355,Human,43.24943,-115.8379,IDBDC,Grass,US-ID,2,Group-1,"13656, Ditto Creek Road, Elmore County, Idaho, 83647, United States"
687,11/7/2020,11/21/2020,16.64282945,Human,36.77181,-114.2397,NVLIC,Unknown,US-NV,,,"112, Las Vegas Freeway, Mesquite, Clark County, Nevada, United States"
688,1/6/2020,1/20/2020,4,Unknown,34.06918,-118.70772,CALACC,Grass-Shrub,US-CA,,,"Malibu Canyon Road, Malibu, California, 90265-4797, United States"
691,10/27/2020,10/27/2020,4,Human,34.10917,-118.62958,CALACC,Timber,US-CA,0,Group-1,"1497, Old Topanga Canyon Road, Calabasas Highlands, Topanga, Calabasas, California, 90290, United States"
692,1/15/2021,1/25/2021,11.25869031,Human,33.30744,-111.2463,AZPHC,Grass,US-AZ,10,Group-1,"Hewitt Canyon Road, Pinal County, Arizona, United States"
694,6/5/2020,6/14/2020,4,Human,33.35889,-110.4895,AZPHC,Grass-Shrub,US-AZ,9,Group-1,"Indian Route 6, San Carlos, Gila County, Arizona, United States"
695,7/5/2020,7/6/2020,4,Human,34.81139,-98.22495,ARAOC,Grass,US-OK,1,Group-1,"Watts Road, Comanche County, Oklahoma, 73541, United States"
696,5/12/2020,6/1/2020,682.6798693,Human,40.55244,-111.4646,UTNUC,Unknown,US-UT,20,Group-2,"Prospect, Wasatch County, Utah, 84049, United States"
697,11/30/2020,12/14/2020,18.33801958,Human,40.83824,-112.5022,UTNUC,Grass,US-UT,,,"Tooele County, Utah, United States"
698,8/2/2020,8/3/2020,13.7026388,Human,36.39274,-114.6493,NVLIC,Grass-Shrub,US-NV,1,Group-1,"Clark County, Nevada, United States"
701,12/2/2020,12/6/2020,0.62,Human,36.58365,-114.6522,NVLIC,Grass,US-NV,4,Group-1,"Las Vegas Freeway, Clark County, Nevada, 89025, United States"
702,10/1/2020,11/19/2020,119.1527078,Human,31.33361,-109.05,AZTDC,Grass-Shrub,US-AZ,49,Group-4,"Hidalgo County, New Mexico, United States"
704,9/22/2020,9/24/2020,4,Human,42.407211,-71.382437,NHNEC,Grass-Shrub,US-MA,2,Group-1,"991, Concord Road, North Sudbury, Sudbury, Middlesex County, Massachusetts, 01776, United States"
