OBJECTID,Date_Start,Date_Finish,Acres,FireCause,Lat,Long,DispatchCenterID,PredominantFuelGroup,State,Fire_Duration,Fire_Duration_Group,Address,URLAddress,tempmax,tempmin,temp,humidity,precip,windspeed,pressure,visibility,solarradiation,conditions
316,7/21/2020,7/24/2020,14.47517494,Human,45.2422,-115.5305,IDPAC,Timber,US-ID,3,Group-1,"Rattlesnake Peak Trail, Valley County, Idaho, United States",Rattlesnake%20Peak%20Trail%2C%20Valley%20County%2C%20Idaho%2C%20United%20States,56.9,33.2,46.9,52.19,0,13.9,1017.9,9.9,324.3,Partially cloudy
317,8/10/2020,8/18/2020,4,Human,47.10974,-119.3742,WACWC,Unknown,US-WA,8,Group-1,"1484, Road E.5 Northeast, Grant County, Washington, 98837, United States",1484%2C%20Road%20E.5%20Northeast%2C%20Grant%20County%2C%20Washington%2C%2098837%2C%20United%20States,73.9,49.1,62.4,35.73,0,10.4,1018.5,9.9,569.9,Clear
321,8/30/2020,9/3/2020,0.046931825,Human,35.91423,-115.1884,NVLIC,Grass-Shrub,US-NV,4,Group-1,"Clark County, Nevada, United States",Clark%20County%2C%20Nevada%2C%20United%20States,89.5,58.6,76.9,11.12,0,6.9,1011,9.9,482.7,Clear
322,7/27/2020,9/11/2020,0.1,Natural,41.8067,-119.666769,CASIFC,Grass-Shrub,US-NV,46,Group-4,"Washoe County, Nevada, United States",Washoe%20County%2C%20Nevada%2C%20United%20States,,,,,,,,,,
324,9/7/2020,10/22/2020,1632,Human,46.50879,-116.3869,IDGVC,Unknown,US-ID,45,Group-4,"Cavendish Road, Clearwater County, Idaho, 83541, United States",Cavendish%20Road%2C%20Clearwater%20County%2C%20Idaho%2C%2083541%2C%20United%20States,64,48.2,55.3,48.38,0,15.9,1019.3,9.9,297,Partially cloudy
326,6/23/2020,6/26/2020,1090,Natural,27.13334,-97.37183,TXTIC,Grass-Shrub,US-TX,3,Group-1,"Kenedy, Texas, United States",Kenedy%2C%20Texas%2C%20United%20States,86.3,74,79.7,76.4,0.05,14.3,1008.8,8.6,247.5,"Rain, Partially cloudy"
329,5/26/2020,6/2/2020,0.203632236,Human,35.87266,-115.2332,NVLIC,Grass,US-NV,7,Group-1,"South Las Vegas Boulevard, Henderson, Clark County, Nevada, 89026, United States",South%20Las%20Vegas%20Boulevard%2C%20Henderson%2C%20Clark%20County%2C%20Nevada%2C%2089026%2C%20United%20States,89.3,62,77.1,11.07,0,6.3,1011.4,9.9,460.9,Clear
330,3/6/2021,3/20/2021,1,Unknown,36.94331,-92.07699,MOMOC,Unknown,US-MO,,,"Howell County, Missouri, United States",Howell%20County%2C%20Missouri%2C%20United%20States,66.9,47.9,59.3,89.33,1.36,14.8,1009.7,7.7,75.1,"Rain, Partially cloudy"
331,9/21/2020,9/24/2020,4,Human,44.03513101,-103.0360372,SDGPC,Timber,US-SD,3,Group-1,"Pennington County, South Dakota, United States",Pennington%20County%2C%20South%20Dakota%2C%20United%20States,61.8,33.3,47.4,59.35,0.07,20.1,1017,9.8,336,"Rain, Partially cloudy"
332,9/7/2020,9/8/2020,4,Human,35.09114,-98.65868,ARAOC,Unknown,US-OK,1,Group-1,"Kiowa County, Oklahoma, United States",Kiowa%20County%2C%20Oklahoma%2C%20United%20States,64.1,47.7,59.2,85.12,0.18,15.4,1012,9.4,213.4,"Rain, Partially cloudy"
335,3/8/2021,3/31/2021,1,Human,36.61083,-84.35006,KYKIC,Timber,US-KY,23,Group-2,"Fd-6279, McCreary County, Kentucky, United States",Fd-6279%2C%20McCreary%20County%2C%20Kentucky%2C%20United%20States,72.5,61.1,66.6,89.59,1.45,11.3,1009.5,8.7,233.6,"Rain, Partially cloudy"
337,6/13/2020,6/24/2020,0.06557491,Natural,40.84843,-117.6173,NVCNC,Timber,US-NV,11,Group-1,"Humboldt County, Nevada, United States",Humboldt%20County%2C%20Nevada%2C%20United%20States,42.2,27.5,34.6,62.58,0,9.9,1026.3,9.9,171.8,Clear
338,7/19/2020,7/20/2020,9.036197058,Natural,37.059973,-102.566814,COPBC,Unknown,US-CO,1,Group-1,"US 287;US 385, Baca County, Colorado, United States",US%20287;US%20385%2C%20Baca%20County%2C%20Colorado%2C%20United%20States,57.2,35.2,46,71.16,0.02,8.4,1017.4,9.9,366.6,"Rain, Partially cloudy"
341,7/4/2020,7/6/2020,0.066107383,Human,36.01137,-114.9224,NVLIC,Grass-Shrub,US-NV,2,Group-1,"River Mountains Loop Trail, Railroad Pass, Henderson, Clark County, Nevada, 89002, United States",River%20Mountains%20Loop%20Trail%2C%20Railroad%20Pass%2C%20Henderson%2C%20Clark%20County%2C%20Nevada%2C%2089002%2C%20United%20States,89.4,61.4,77.1,10.93,0,5.4,1011.3,9.9,621.7,Clear
342,3/11/2021,3/18/2021,1,Human,37.64308636,-79.76722545,VAVIC,Timber,US-VA,7,Group-1,"12711, Narrow Passage Road, Eagle Rock, Botetourt County, Virginia, 24085, United States",12711%2C%20Narrow%20Passage%20Road%2C%20Eagle%20Rock%2C%20Botetourt%20County%2C%20Virginia%2C%2024085%2C%20United%20States,85.1,69.2,75.2,79.43,0.55,14.4,1020.2,9,420.2,"Rain, Partially cloudy"
347,8/24/2020,9/7/2020,946.6801929,Unknown,39.965167,-121.582333,CABTCC,Unknown,US-CA,,,"Butte County, California, United States",Butte%20County%2C%20California%2C%20United%20States,88.9,61.9,75.2,31.67,0,8.5,1012.7,9.8,538.9,Clear
352,9/8/2020,10/9/2020,132.4262977,Human,47.15501,-121.8583,WAPSC,Unknown,US-WA,31,Group-3,"Southeast Enumclaw Chinook Pass Highway, King County, Washington, United States",Southeast%20Enumclaw%20Chinook%20Pass%20Highway%2C%20King%20County%2C%20Washington%2C%20United%20States,55.3,44.3,48.1,78.65,0.18,7.7,1023.4,7,387.2,"Rain, Partially cloudy"
353,3/16/2021,3/18/2021,0.33,Human,31.55494,-92.59896,LALIC,Timber,US-LA,2,Group-1,"Highway 123, Grant Parish, Louisiana, 71423, United States",Highway%20123%2C%20Grant%20Parish%2C%20Louisiana%2C%2071423%2C%20United%20States,79.1,70.2,75.4,87.4,0.62,11.7,1009.3,6.3,165.7,"Rain, Partially cloudy"
356,9/5/2020,9/9/2020,4,Human,46.5407855,-108.3748779,MTRBAC,Grass,US-MT,4,Group-1,"572, North Gage Road, Musselshell County, Montana, 59072, United States",572%2C%20North%20Gage%20Road%2C%20Musselshell%20County%2C%20Montana%2C%2059072%2C%20United%20States,55.4,38.1,46.6,53.27,0.01,27.1,1016.2,9.9,175.8,"Rain, Partially cloudy"
358,8/16/2020,9/4/2020,48869.15997,Unknown,36.563,-121.640333,CABECC,Unknown,US-CA,19,Group-2,"Pine Canyon Road, Monterey County, California, United States",Pine%20Canyon%20Road%2C%20Monterey%20County%2C%20California%2C%20United%20States,76.8,48.6,63.4,53.05,0,11.7,1014.5,9.3,537.7,Clear
359,9/18/2020,9/24/2020,11.40376691,Human,36.9903,-112.9748,UTCDC,Unknown,US-AZ,6,Group-1,"West Township Avenue, Colorado City, Mohave County, Arizona, 86021, United States",West%20Township%20Avenue%2C%20Colorado%20City%2C%20Mohave%20County%2C%20Arizona%2C%2086021%2C%20United%20States,78.8,38.3,60.7,31.69,0,17.8,1018.9,9.9,578.6,Clear
361,8/16/2020,8/30/2020,589367.5568,Natural,39.76536,-122.6734,CAMNFC,Grass-Shrub,US-CA,,,"County Road 313, Glenn County, California, United States",County%20Road%20313%2C%20Glenn%20County%2C%20California%2C%20United%20States,90,64,76.2,27.95,0,21.9,1013,13.6,442.3,Clear
362,7/13/2020,7/29/2020,0.02801851,Natural,39.24994,-112.05,UTRFC,Timber,US-UT,16,Group-2,"Millard County, Utah, United States",Millard%20County%2C%20Utah%2C%20United%20States,76.2,35.6,57.5,22.9,0,10.7,1010.5,9.9,393,Clear
365,8/25/2020,8/27/2020,4,Human,34.99549,-96.63158,ARAOC,Grass,US-OK,2,Group-1,"Seminole County, Oklahoma, United States",Seminole%20County%2C%20Oklahoma%2C%20United%20States,63.6,52.6,57.9,77.83,0.66,17.9,1013.9,9.7,196.5,"Rain, Partially cloudy"
367,8/24/2020,9/1/2020,0.082230023,Natural,36.10345,-115.5518,NVLIC,Grass-Shrub,US-NV,8,Group-1,"Clark County, Nevada, United States",Clark%20County%2C%20Nevada%2C%20United%20States,89.5,58.6,76.9,11.12,0,6.9,1011,9.9,482.7,Clear
373,10/10/2020,10/11/2020,4,Unknown,34.03454,-118.70581,CALACC,Grass-Shrub,US-CA,1,Group-1,"Pepperdine University - Malibu Campus, Pacific Coast Highway, Malibu, California, 90263, United States",Pepperdine%20University%20-%20Malibu%20Campus%2C%20Pacific%20Coast%20Highway%2C%20Malibu%2C%20California%2C%2090263%2C%20United%20States,74.7,58.5,65.6,65.68,0,10.8,1012.8,9,525.6,Partially cloudy
375,10/4/2020,10/11/2020,2.701833847,Human,39.86442,-119.6273,NVSFC,Grass,US-NV,7,Group-1,"Washoe County, Nevada, United States",Washoe%20County%2C%20Nevada%2C%20United%20States,,,,,,,,,,
376,7/17/2020,7/22/2020,0.007390618,Human,36.26073,-115.3299,NVLIC,Grass,US-NV,5,Group-1,"North Shaumber Road, Las Vegas, Clark County, Nevada, 89166, United States",North%20Shaumber%20Road%2C%20Las%20Vegas%2C%20Clark%20County%2C%20Nevada%2C%2089166%2C%20United%20States,90.1,62.7,77.7,10.19,0,7.5,1011.4,9.9,527.7,Clear
377,11/9/2020,11/23/2020,367.251116,Unknown,35.60705,-83.81931,TNTNC,Grass,US-TN,,,"Cades Cove Loop Road, Cades Cove, Blount County, Tennessee, United States",Cades%20Cove%20Loop%20Road%2C%20Cades%20Cove%2C%20Blount%20County%2C%20Tennessee%2C%20United%20States,68.5,63.4,65.4,93.05,1.12,11.5,1011,7.7,50.6,"Rain, Partially cloudy"
378,8/27/2020,8/28/2020,4,Human,39.1,-120.7284,CAGVCC,Grass-Shrub,US-CA,1,Group-1,"32099, Forest Hill Road, Placer County, California, 95631, United States",32099%2C%20Forest%20Hill%20Road%2C%20Placer%20County%2C%20California%2C%2095631%2C%20United%20States,71.7,55,63.6,27.59,0,9.7,1013.6,9.9,529.5,Clear
379,1/24/2020,2/7/2020,9.8,Unknown,44.37727,-106.6538,WYCPC,Unknown,US-WY,,,"87, Kumor Road, Johnson County, Wyoming, 82834, United States",87%2C%20Kumor%20Road%2C%20Johnson%20County%2C%20Wyoming%2C%2082834%2C%20United%20States,56.9,35,45.1,58.84,0.08,19.6,1015.6,9.9,341.5,"Rain, Partially cloudy"
380,7/29/2020,8/5/2020,4,Natural,44.51284,-119.4388,ORJDCC,Unknown,US-OR,7,Group-1,"Grant County, Oregon, United States",Grant%20County%2C%20Oregon%2C%20United%20States,63,47.6,53.3,62.61,0.04,8.1,1021,9.8,298.1,"Rain, Partially cloudy"
382,7/20/2020,8/10/2020,2.794007947,Natural,36.01167,-115.4316,NVLIC,Grass,US-NV,21,Group-2,"Late Night Trailhead Parking, Badger Pass (Easy), Blue Diamond, Clark County, Nevada, 89004, United States",Late%20Night%20Trailhead%20Parking%2C%20Badger%20Pass%20(Easy)%2C%20Blue%20Diamond%2C%20Clark%20County%2C%20Nevada%2C%2089004%2C%20United%20States,89.5,62.2,77.3,10.72,0,5.9,1011.4,9.9,577.6,Clear
383,7/17/2020,7/31/2020,4,Natural,38.41426,-97.8423025,COPBC,Timber,US-KS,14,Group-1,"McPherson County, Kansas, United States",McPherson%20County%2C%20Kansas%2C%20United%20States,66,47.3,56.4,48.18,0.05,20.1,1016.2,9.9,407,"Rain, Partially cloudy"
386,5/10/2020,5/13/2020,4,Human,33.30728,-110.4168,AZPHC,Grass-Shrub,US-AZ,3,Group-1,"Graham County, Arizona, United States",Graham%20County%2C%20Arizona%2C%20United%20States,86,52.1,71.6,19.93,0,13.9,1010.4,9.9,575.9,Clear
391,6/16/2020,6/19/2020,0.309023594,Human,40.275861,-109.895639,UTUBC,Unknown,US-UT,3,Group-1,"Utah, 84026, United States",Utah%2C%2084026%2C%20United%20States,64.1,34.1,50.1,47.38,0,10.3,1015.8,9.9,412.5,Partially cloudy
393,8/18/2020,9/14/2020,328363.0942,Natural,40.12551,-123.0731,CAMNFC,Brush,US-CA,27,Group-2,"Trinity County, California, United States",Trinity%20County%2C%20California%2C%20United%20States,90,65.9,75.7,31.11,0,16.1,1012.9,9.9,531.9,Clear
394,12/8/2020,12/14/2020,4,Human,34.45602,-112.3788,AZPDC,Timber,US-AZ,6,Group-1,"4893, East Walker Road, Walker, Yavapai County, Arizona, 86303, United States",4893%2C%20East%20Walker%20Road%2C%20Walker%2C%20Yavapai%20County%2C%20Arizona%2C%2086303%2C%20United%20States,76.2,44.9,62.9,24.6,0,15.8,1012.2,9.9,534.2,Clear
395,9/24/2020,9/24/2020,4,Human,44.45982,-109.5489,WYCDC,Grass-Shrub,US-WY,0,Group-1,"2615, North Fork Highway, Park County, Wyoming, 82414, United States",2615%2C%20North%20Fork%20Highway%2C%20Park%20County%2C%20Wyoming%2C%2082414%2C%20United%20States,48.8,34.9,41.8,65.82,0.36,14,1017.8,9.9,231.5,"Snow, Partially cloudy"
397,7/27/2020,8/10/2020,143886.5336,Natural,41.19449,-123.4578,CANCIC,Timber,US-CA,,,"Humboldt County, California, United States",Humboldt%20County%2C%20California%2C%20United%20States,56.8,48.4,51.1,94.17,0,15,1020.5,8.2,558.5,Partially cloudy
398,7/22/2020,8/17/2020,4,Unknown,37.5943,-80.24779,VAVIC,Timber,US-VA,26,Group-2,"Hatcher Road, Craig County, Virginia, 24131, United States",Hatcher%20Road%2C%20Craig%20County%2C%20Virginia%2C%2024131%2C%20United%20States,80.5,60.1,68.7,78.58,0.27,15,1010.4,9.3,311.3,"Rain, Partially cloudy"
402,6/3/2020,6/8/2020,530.5270373,Natural,41.65477,-113.1956,UTNUC,Grass,US-UT,5,Group-1,"Box Elder County, Utah, United States",Box%20Elder%20County%2C%20Utah%2C%20United%20States,67.8,39.2,54.8,47.7,0,12.3,1014.6,9.9,426.4,Clear
403,8/21/2020,8/23/2020,4,Unknown,35.31761,-96.54798,ARAOC,Unknown,US-OK,2,Group-1,"Ns363 Road, Seminole County, Oklahoma, United States",Ns363%20Road%2C%20Seminole%20County%2C%20Oklahoma%2C%20United%20States,63.4,52.4,58,79.13,0.69,16.1,1013.8,9.7,196.5,"Rain, Partially cloudy"
404,8/17/2020,8/31/2020,27.61016048,Unknown,40.041655,-121.664822,CABTCC,Unknown,US-CA,,,"Tehama County, California, United States",Tehama%20County%2C%20California%2C%20United%20States,89.9,64.8,76.2,28.54,0,20.6,1013,9.9,501.1,Clear
405,7/23/2020,7/26/2020,21,Human,43.67613,-106.649,WYCPC,Grass,US-WY,3,Group-1,"I 25;US 87, Johnson County, Wyoming, United States",I%2025;US%2087%2C%20Johnson%20County%2C%20Wyoming%2C%20United%20States,,,,,,,,,,
412,2/28/2020,2/28/2020,4,Human,34.04435,-118.88895,CALACC,Grass-Shrub,US-CA,0,Group-1,"4281, Encinal Canyon Road, Malibu, California, 90265, United States",4281%2C%20Encinal%20Canyon%20Road%2C%20Malibu%2C%20California%2C%2090265%2C%20United%20States,69.9,52,61.1,76.17,0,10.3,1013.5,7.7,541.9,Clear
415,5/22/2020,5/27/2020,4,Human,39.12571,-105.1286,COPBC,Grass-Shrub,US-CO,5,Group-1,"Forest Service 343, Teller County, Colorado, United States",Forest%20Service%20343%2C%20Teller%20County%2C%20Colorado%2C%20United%20States,49.6,30.5,41,76.3,0.01,22.7,1019.2,9.2,344.8,"Rain, Partially cloudy"
417,7/21/2020,7/24/2020,1.541854078,Natural,37.33164,-108.4119,CODRC,Grass,US-CO,3,Group-1,"Mesa Verde 1, Montezuma County, Colorado, 81328, United States",Mesa%20Verde%201%2C%20Montezuma%20County%2C%20Colorado%2C%2081328%2C%20United%20States,70.5,30.3,50.6,49.59,0,19.7,1015.2,9.9,478.6,Partially cloudy
418,7/5/2020,7/7/2020,4,Human,35.6255,-97.99436,ARAOC,Grass,US-OK,2,Group-1,"Black Kettle Boulevard, Concho, El Reno, Canadian County, Oklahoma, 73022, United States",Black%20Kettle%20Boulevard%2C%20Concho%2C%20El%20Reno%2C%20Canadian%20County%2C%20Oklahoma%2C%2073022%2C%20United%20States,65.2,50.1,57.7,67.24,0.29,21.4,1014.3,9.4,390.4,"Rain, Partially cloudy"
419,9/13/2020,9/14/2020,4,Human,45.253783,-69.445469,NHNEC,Timber,US-ME,1,Group-1,"319, Steward Road, Monson, Maine, 04464, United States",319%2C%20Steward%20Road%2C%20Monson%2C%20Maine%2C%2004464%2C%20United%20States,59.6,45.1,51.9,38.62,0,10.4,1010.7,9.9,343.8,Partially cloudy
421,5/9/2020,5/9/2020,0.370451784,Human,35.94007,-115.6569,NVLIC,Grass,US-NV,0,Group-1,"Clark County, Nevada, United States",Clark%20County%2C%20Nevada%2C%20United%20States,89.5,58.6,76.9,11.12,0,6.9,1011,9.9,482.7,Clear
422,6/9/2020,6/11/2020,1.1,Human,35.04942,-98.26634,ARAOC,Timber,US-OK,2,Group-1,"Anadarko Municipal Airport, Walter Way, Anadarko, Caddo County, Oklahoma, 73005, United States",Anadarko%20Municipal%20Airport%2C%20Walter%20Way%2C%20Anadarko%2C%20Caddo%20County%2C%20Oklahoma%2C%2073005%2C%20United%20States,67.4,50.4,58.8,70.94,0.47,26.4,1014.2,9.9,445.1,"Rain, Partially cloudy"
424,1/8/2020,1/12/2020,4,Human,36.40574,-96.91376,ARAOC,Grass,US-OK,4,Group-1,"OK 15, Pawnee County, Oklahoma, United States",OK%2015%2C%20Pawnee%20County%2C%20Oklahoma%2C%20United%20States,68,47.4,59.1,68.91,0.75,18.1,1013.7,9.5,389.6,"Rain, Partially cloudy"
425,8/9/2020,8/23/2020,136.5928345,Human,37.47321024,-119.7222323,CAFICC,Unknown,US-CA,,,"5790, Creel Road, Ponderosa Basin, Mariposa County, California, 95338, United States",5790%2C%20Creel%20Road%2C%20Ponderosa%20Basin%2C%20Mariposa%20County%2C%20California%2C%2095338%2C%20United%20States,91,54.4,73.9,37.67,0,8.6,1012.2,9.9,528.1,Clear
427,6/28/2020,7/3/2020,4,Human,32.8919,-112.0386,AZTDC,Unknown,US-AZ,5,Group-1,"44206, West Padilla Road, Pinal County, Arizona, 85138, United States",44206%2C%20West%20Padilla%20Road%2C%20Pinal%20County%2C%20Arizona%2C%2085138%2C%20United%20States,91.6,61.2,78.4,18.42,0,10.1,1010.5,9.9,517,Clear
428,5/28/2020,5/28/2020,0.1,Human,34.10317,-109.613,AZFDC,Timber,US-AZ,0,Group-1,"Apache County, Arizona, United States",Apache%20County%2C%20Arizona%2C%20United%20States,73.1,28.1,52.6,41.66,0,16.4,1013.2,9.9,566.3,Clear
430,3/6/2021,3/8/2021,0.444808,Human,40.72304,-113.2888,UTNUC,Grass-Shrub,US-UT,2,Group-1,"Wendover Cut-off, Tooele County, Utah, United States",Wendover%20Cut-off%2C%20Tooele%20County%2C%20Utah%2C%20United%20States,83,56.9,70.7,24.22,0,20,1010.6,9.9,268.7,Clear
435,10/4/2020,10/5/2020,4,Human,39.1409,-105.13,COPBC,Grass,US-CO,1,Group-1,"Forest Service 343A, Teller County, Colorado, United States",Forest%20Service%20343A%2C%20Teller%20County%2C%20Colorado%2C%20United%20States,49.7,30.5,41,76.19,0.01,22.7,1019.2,9.2,344.8,"Rain, Partially cloudy"
438,3/14/2021,3/22/2021,8.51817466,Human,29.11693,-103.6698,,Grass-Shrub,MX-CH,8,Group-1,"Manuel Benavides, Chihuahua, México",Manuel%20Benavides%2C%20Chihuahua%2C%20México,84.2,67.1,72.2,81.37,1.04,13.9,1015.3,9.4,380.3,"Rain, Partially cloudy"
439,8/21/2020,9/24/2020,19506,Natural,33.16917,-110.4483,AZPHC,Grass-Shrub,US-AZ,34,Group-3,"County Road 574, Pinal County, Arizona, United States",County%20Road%20574%2C%20Pinal%20County%2C%20Arizona%2C%20United%20States,90.9,61.7,77.9,18.08,0,9.5,1011.1,9.9,369.8,Clear
440,8/17/2020,12/7/2020,285.0376773,Natural,39.7485,-121.713333,CABTCC,Timber,US-CA,112,Group-5,"Butte County, California, United States",Butte%20County%2C%20California%2C%20United%20States,88.9,61.9,75.2,31.67,0,8.5,1012.7,9.8,538.9,Clear
441,8/17/2020,8/31/2020,0.002972638,Unknown,39.890483,-121.752683,CABTCC,Unknown,US-CA,,,"8754, Cohasset Road, Cohasset, Butte County, California, 95973, United States",8754%2C%20Cohasset%20Road%2C%20Cohasset%2C%20Butte%20County%2C%20California%2C%2095973%2C%20United%20States,89.5,62.9,75.9,28.48,0,18.1,1012.9,18.1,530.5,Clear
443,6/15/2020,6/29/2020,434.5502618,Unknown,35.179611,-120.697172,CASLCC,Unknown,US-CA,,,"Gragg Canyon Road, Sunset Palisades, San Luis Obispo County, California, 39424, United States",Gragg%20Canyon%20Road%2C%20Sunset%20Palisades%2C%20San%20Luis%20Obispo%20County%2C%20California%2C%2039424%2C%20United%20States,79.2,48.7,62.3,62.96,0,10.1,1013,9,521.9,Clear
445,6/2/2020,6/10/2020,4,Human,33.53549,-112.3048,AZPDC,Unknown,US-AZ,8,Group-1,"West Glendale Avenue, Glendale, Maricopa County, Arizona, 8551, United States",West%20Glendale%20Avenue%2C%20Glendale%2C%20Maricopa%20County%2C%20Arizona%2C%208551%2C%20United%20States,91.9,64.3,79.6,16.04,0,9.3,1009.8,9.9,437.2,Clear
446,7/23/2020,8/2/2020,1101.197505,Natural,40.6442,-118.018,NVCNC,Grass-Shrub,US-NV,10,Group-1,"Pershing County, Nevada, United States",Pershing%20County%2C%20Nevada%2C%20United%20States,78,29.9,56.9,26.98,0,18.5,1016.1,9.9,603.4,Clear
447,6/3/2020,6/3/2020,0.140549444,Human,36.44294,-114.9693,NVLIC,Grass,US-NV,0,Group-1,"Frozen Toe Road, Clark County, Nevada, United States",Frozen%20Toe%20Road%2C%20Clark%20County%2C%20Nevada%2C%20United%20States,89.5,58.6,76.9,11.12,0,6.9,1011,9.9,482.7,Clear
450,5/12/2020,5/20/2020,4,Human,33.36138,-110.426,AZPHC,Grass-Shrub,US-AZ,8,Group-1,"Graham County, Arizona, 85542, United States",Graham%20County%2C%20Arizona%2C%2085542%2C%20United%20States,86,52.1,71.6,19.93,0,13.9,1010.4,9.9,575.9,Clear
452,3/13/2021,3/26/2021,2,Unknown,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,13,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,50.3,37.3,43.3,64.13,0,17.1,1016.9,9.7,268.8,Partially cloudy
454,8/31/2020,9/1/2020,0.206779546,Human,36.68947,-114.5037,NVLIC,Grass-Shrub,US-NV,1,Group-1,"Las Vegas Freeway, Moapa Valley, Clark County, Nevada, United States",Las%20Vegas%20Freeway%2C%20Moapa%20Valley%2C%20Clark%20County%2C%20Nevada%2C%20United%20States,89.7,59.2,77,10.89,0,6.8,1011.1,9.9,527.7,Clear
455,3/9/2020,3/11/2020,45.2,Human,41.03948186,-87.10185229,INIIC,Unknown,US-IN,2,Group-1,"200N, Jasper County, Indiana, 47978, United States",200N%2C%20Jasper%20County%2C%20Indiana%2C%2047978%2C%20United%20States,,,,,,,,,,
456,8/17/2020,8/31/2020,6061.253131,Natural,39.54481,-122.7428,CAMNFC,Grass-Shrub,US-CA,,,"Forest Route 20N08, Glenn County, California, United States",Forest%20Route%2020N08%2C%20Glenn%20County%2C%20California%2C%20United%20States,89.5,63.9,76.1,28.58,0,14.5,1012.9,13.9,451.5,Clear
457,7/25/2020,8/10/2020,1.557925024,Human,36.2528,-115.6469,NVLIC,Grass-Shrub,US-NV,16,Group-2,"Cathedral Rock Trail, Mount Charleston, Clark County, Nevada, United States",Cathedral%20Rock%20Trail%2C%20Mount%20Charleston%2C%20Clark%20County%2C%20Nevada%2C%20United%20States,87.7,57.1,74.5,10.01,0,7,1011.5,9.9,467,Clear
459,9/8/2020,9/9/2020,4.347045143,Human,42.37275,-112.4576,IDEIC,Unknown,US-ID,1,Group-1,"10800W, Oneida County, Idaho, United States",10800W%2C%20Oneida%20County%2C%20Idaho%2C%20United%20States,64.1,37.1,50,49.69,0,12.8,1015.7,9.9,480.4,Partially cloudy
461,6/7/2020,6/21/2020,4,Unknown,33.54541433,-111.45097,AZTDC,Unknown,US-AZ,,,"Apache Trail, Maricopa County, Arizona, United States",Apache%20Trail%2C%20Maricopa%20County%2C%20Arizona%2C%20United%20States,90.2,67.8,80.1,16.3,0,9,1009.5,9.9,502.7,Clear
462,1/13/2021,1/27/2021,1,Unknown,37.86,-91.9222,MOMOC,Unknown,US-MO,,,"USFS 1592, Phelps County, Missouri, 65550, United States",USFS%201592%2C%20Phelps%20County%2C%20Missouri%2C%2065550%2C%20United%20States,,,,,,,,,,
463,7/15/2020,9/2/2020,4,Natural,46.5407855,-108.3748779,MTNCA,Grass-Shrub,US-MT,49,Group-4,"572, North Gage Road, Musselshell County, Montana, 59072, United States",572%2C%20North%20Gage%20Road%2C%20Musselshell%20County%2C%20Montana%2C%2059072%2C%20United%20States,55.4,38.1,46.6,53.27,0.01,27.1,1016.2,9.9,175.8,"Rain, Partially cloudy"
464,9/27/2020,9/27/2020,4,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,0,Group-1,"Pennington County, South Dakota, United States",Pennington%20County%2C%20South%20Dakota%2C%20United%20States,61.8,33.3,47.4,59.35,0.07,20.1,1017,9.8,336,"Rain, Partially cloudy"
